x,y,z,kbn1
-0.793788508076,JM3lU,i3hcM,111
0.720194057285,sO2pl,Zy5k4,111
0.801540711963,BvNNl,3oY2I,111
0.0724035726217,9fxRG,v4o6Q,111
0.0209782891094,6xpn1,BGOk0,111
0.972628044918,Y3CIa,myFrg,111
0.654387258281,CRrP6,KXCSU,111
0.570291645328,CKzGQ,aeHMP,111
-0.533253625282,fOKal,IqsPM,111
0.0756709024735,SV1ad,iflFI,111
-1.04749308732,Y3CIa,OEJIU,111
-0.028995703926,O0rpe,KmTii,111
1.85058910362,JM3lU,9NL6v,111
2.40043690767,Ey0dZ,mr7P0,111
0.559446279401,ttoNG,CSNqN,111
1.11309880347,0dmK0,jLDZc,111
1.35156092472,Q1WE7,3Nmul,111
-0.691714227567,4qyDv,MIlfM,111
0.0281771455517,JM3lU,7ps7L,111
-0.625726535054,F2Sy9,Sh6Fg,111
0.78940623901,x7c5I,6k1aw,111
0.160420525174,BvNNl,AlrCT,111
0.46318697533,0dmK0,L6DPO,111
0.761666115542,leNCT,KEHJP,111
2.29488196032,MNxUy,hQvGo,111
0.424332371046,WzdN8,Y6QjY,111
-0.7554760478,leNCT,nJpH5,111
2.02808123628,sCRtX,CCDFq,111
-0.528324910622,vYKxg,sKr25,111
-2.14751132372,awqQK,4N48p,111
-1.43103661989,x7c5I,AK84O,111
-0.872639815792,If1qi,ysOgd,111
-1.0548771284,JM3lU,EQbgC,111
0.0577952137657,aK1fM,8xSph,111
-0.612431043978,BZJPs,70kej,111
0.769569481709,JE7ds,Z4XJt,111
0.403199857946,219tH,4O9hJ,111
-0.27904299745,bj5GF,H9JQq,111
-0.499556782189,bbNP5,EoSNQ,111
0.314996728971,WzdN8,uj6JZ,111
0.341915078508,JE7ds,4Wr15,111
-0.781767300311,Uzq85,6RLmy,111
-0.240339604712,ttoNG,HCYcP,111
-0.0103125669886,vWXfP,ft3vX,111
-0.00626921111286,CRrP6,II2Kw,111
-1.84515778972,PQ6F4,C1UFx,111
-1.19831458773,PDUvj,H4ttD,111
0.803580013874,rLzni,0SnAS,111
-0.350480971544,h4ypP,yEl5S,111
-0.320577823618,1m5Qu,YTxye,111
0.332443160543,nEy9c,dGGeS,111
-0.063173081379,Y3CIa,QmeWB,111
0.650613029117,OcBtz,qoke8,111
-0.186975271798,O0rpe,jYUJc,111
-0.299817893478,RL9CV,RLxns,111
-0.256060369696,JM3lU,Igiax,111
-1.89906732011,h4ypP,mzu2i,111
0.312677265586,awqQK,EplzM,111
0.340794673812,Q1WE7,XawD3,111
0.550899714168,Y3CIa,UvoZ3,111
-1.7230567908,ydsVd,qOlkm,111
-1.03192968202,UxGti,ZHzBT,111
1.53593405891,UAYSd,uKcR4,111
1.39198626736,SIIyH,q71Ye,111
1.30323917922,1DdJN,tA7Lh,111
-0.14281324141,7dNjt,7YhQh,111
-0.491577069787,nEy9c,WMKe7,111
1.31654396785,WzdN8,dwGxI,111
0.0560861163658,nWNvj,wYvLf,111
0.0623161729867,vWXfP,nx0or,111
-0.113855260076,JYEDX,5l5iV,111
0.14992554947,hi9nf,6Pn9x,111
0.389447019973,S19cV,eRSuI,111
-0.288016546047,FjkBT,fCntY,111
-1.69027708534,ttoNG,1ZzBj,111
-1.70233841337,dEIRn,wFYm5,111
-1.11540651928,JYEDX,YyWme,111
-0.35648954648,wn5Tl,EvEPi,111
1.96968937742,SV1ad,Rnj4u,111
1.16009029464,aXYKI,gf3T7,111
-0.224069388105,legeV,Jo4k0,111
0.392939904144,4BO0K,c56gB,111
-0.479486279294,SV1ad,2Gn2R,111
-0.253514825693,7dNjt,U0ele,111
1.01695553288,bbNP5,C4Bou,111
0.394527572966,OGK77,RQci7,111
-0.530553836748,4qyDv,AmnMC,111
-1.24478129573,S19cV,yRhsZ,111
-0.853172671293,bbNP5,rNmAJ,111
-0.877202664186,CKzGQ,yiqrD,111
0.59321534594,219tH,mWFXM,111
0.766990332092,MVD5b,j04b8,111
-1.37088030894,Ak0UX,edUT8,111
0.46991431986,wn5Tl,lnapW,111
-0.972155337079,JYEDX,ayWB3,111
0.961639357731,jjPxd,OlfPk,111
0.363525257539,ttoNG,OkhDK,111
-2.00886435213,dEIRn,W5YZY,111
0.241321788197,aK1fM,fHeM8,111
-1.46985259036,CKzGQ,ojzeM,111
-1.89028956368,fOKal,8TVNu,111
-0.76317563506,dS9oG,zBLjS,111
0.339985712953,zYGBj,rQdfv,111
0.661575015334,PDUvj,OavDY,111
-0.164980893272,sCRtX,LvfPo,111
-0.292320729303,h4ypP,2sN4n,111
-0.924142738773,HsrDu,enUTl,111
0.291420549391,owCus,n3iP5,111
1.31368769241,rLzni,XKi1l,111
-1.32262855738,7dNjt,hwWto,111
-0.387118155034,9brWJ,YMuR2,111
0.706603161287,ydsVd,Bef0Y,111
0.34415507884,wn5Tl,aD9FS,111
1.72367678394,wErgh,ZQXg4,111
0.715190601802,lOuk2,fV9Jp,111
-1.99252777397,fpVas,UtRCO,111
0.782435592421,x7c5I,GorCf,111
-0.690579151218,sBaoJ,NsJAP,111
1.10276401476,WDdIQ,eQc0N,111
-1.11268668538,4qyDv,uEUo8,111
0.440835801884,MNxUy,ikUIW,111
-1.99165223275,rLzni,xYQi3,111
-1.98847125789,legeV,gWg3b,111
0.657396611498,rLzni,Rv6VK,111
-0.831261290286,yym6b,7mmQu,111
0.933797517641,nEy9c,qXhEq,111
-0.169934996761,6xpn1,52jNp,111
0.124197392243,dS9oG,GTXoe,111
0.647141294063,ydsVd,tnyXV,111
0.310918809756,awqQK,AKqTi,111
1.84066749445,ydsVd,S5hDN,111
0.084908343152,Y3CIa,I66o8,111
-0.24445200792,CKzGQ,0kYlv,111
0.163122220924,WDdIQ,7Q0n0,111
1.03987024299,6R388,hjD9E,111
-0.00408508744274,S19cV,JCzDC,111
-0.89461411677,sCRtX,MbLBK,111
0.75223739824,bj5GF,rvfrd,111
-1.10151186872,sBaoJ,aXvOC,111
-1.09857809488,OopuJ,Prq6v,111
-0.545861691398,BvNNl,4pP06,111
0.442676500225,9brWJ,snO1r,111
0.0995520025234,dEIRn,oY1SA,111
-2.37647837513,WDdIQ,PN71V,111
-0.0927730900959,nWNvj,5oY74,111
-0.0849259864018,QZ48O,j8Kht,111
0.255141712289,hi9nf,JDonT,111
-0.0172232890113,zYGBj,hxFUv,111
-2.32811597759,rLzni,k89vW,111
0.365069179327,wErgh,B9nEs,111
-0.361050983817,SV1ad,R4711,111
1.2254415007,leNCT,6SKZX,111
1.84892410784,WzdN8,rvu2c,111
0.938266271532,aipp1,nBBW3,111
1.06701897456,JaFfE,zUYfN,111
-0.845283848517,1m5Qu,mHXjA,111
0.228052598162,HsrDu,Hr6gS,111
1.14503676796,4qyDv,msta0,111
-0.141587061161,QZ48O,SScsn,111
0.748129207618,x7c5I,x0IQb,111
1.23499541595,juZqZ,XpWRT,111
0.319252672038,aXYKI,CTxsf,111
0.319993622704,BoP6b,Rnj4u,111
-1.66726879075,Ey0dZ,bsIV1,111
-0.64920805706,jjPxd,5wEER,111
-1.5526890003,x1ZUu,WTsK6,111
0.512285640293,SV1ad,x6ExB,111
1.04838064062,Ak0UX,qbZEa,111
0.272325790242,RL9CV,6yp9S,111
-1.4296125969,Ak0UX,rVij0,111
-0.333496127991,MNxUy,3NQ4F,111
-0.4937952985,awqQK,o5QHO,111
0.472477495018,WDdIQ,NXLMl,111
1.31541807524,WzdN8,IQ17g,111
0.547749398977,MVD5b,WyzKD,111
0.877259641904,QZ48O,gfA5D,111
-0.990699124851,MVD5b,SZw94,111
-0.00858770563181,ttoNG,rPwoe,111
-0.0579723839159,RL9CV,O8Y6B,111
0.978621615077,rLzni,1cA83,111
-0.279393054442,i4BD7,jjIM3,111
0.766625624467,ydsVd,Q7qxq,111
-0.519196532687,9fxRG,Z11qy,111
0.192313973162,1m5Qu,FlzsG,111
0.738468557919,RL9CV,hSeHh,111
2.78112890706,2aMtU,fMYs4,111
1.78122499296,fOKal,rjr7i,111
-1.02231851058,fpVas,7purf,111
0.459957993259,F2Sy9,J5eoe,111
-0.739956857157,fOKal,If6Zo,111
0.659683319818,hxn6r,pYw6T,111
-0.110811039236,If1qi,y3QER,111
1.04584994042,ydsVd,axy2X,111
1.3619939149,BvNNl,RY9Bj,111
2.06665439851,JaFfE,m3A70,111
-0.608536101288,zYGBj,VTXfD,111
-0.483942801383,MVD5b,61rrS,111
-1.21948983171,CRrP6,LQ4nZ,111
2.03976138851,HsrDu,ONM8e,111
-0.42502511313,0dmK0,SdNFM,111
1.2628228128,HsrDu,dKD5w,111
-2.53475965352,UxGti,1xTAg,111
0.0577885510748,CKzGQ,6Joqo,111
-0.0147662286026,Ak0UX,EohG9,111
-1.78798561043,hi9nf,UDhlx,111
-0.0365414391242,lOuk2,DSe9E,111
1.90622691323,nWNvj,ABQOJ,111
-0.0479245474439,F2Sy9,2zJzU,111
-0.91849497517,jjPxd,o5QHO,111
0.040717151016,4BO0K,RzGFQ,111
-0.297280564452,vYKxg,0cDuZ,111
1.81134574556,OopuJ,1eTy3,111
1.59674378067,nWNvj,RWadx,111
-0.0467855445634,6R388,Tzk0p,111
-0.655558100401,WDdIQ,szefE,111
-1.61701401501,KkwRO,BNk3G,111
-0.789109168127,JyXZD,DDwzD,111
-0.198560207627,Uzq85,vRnw1,111
0.244673875225,JaFfE,RVLcg,111
-1.20135800307e-06,WOitF,HZAw1,111
-0.91657974066,6xpn1,AkVMW,111
-0.306683996287,SIIyH,zYMB6,111
-0.369155340421,vYKxg,GJTE9,111
0.326036601857,If1qi,77y9A,111
1.04521554941,Ak0UX,A3pZv,111
-1.16768734802,PQ6F4,yoCYP,111
0.814320718664,nWNvj,myFrg,111
0.476159778638,hxn6r,47VoV,111
-0.875687758338,PDUvj,UrdAo,111
0.790777312663,h4ypP,Lyjdj,111
0.934161499279,WzdN8,KVOWY,111
-1.09865596222,2aMtU,LP1CB,111
1.09415934759,awqQK,DHkho,111
2.30624660342,lOuk2,6g5Sn,111
0.594723817624,JaFfE,uaGOE,111
-0.469415124241,2aMtU,Y9S6O,111
1.34358293323,WOitF,bIn4E,111
-1.56818636576,aK1fM,JKKZ6,111
-3.44224132178,OopuJ,x4SO5,111
-0.142774419789,9cfLm,3hdVd,111
1.00663179766,OopuJ,wq22D,111
1.07810767893,9cfLm,z6Y2N,111
0.244548858803,lcZqG,sJyXY,111
-1.17203014544,Y3CIa,tqlKv,111
1.49837052535,7dNjt,BGxYO,111
-0.487828258926,juZqZ,MJFRD,111
1.10036236486,0dmK0,KbJqI,111
-1.57827854478,KkwRO,AevjT,111
0.294698610075,0dmK0,gsyul,111
0.722856106141,lOuk2,wRbZG,111
1.56706759373,RL9CV,EBlOa,111
-0.999903222205,x1ZUu,AHbGu,111
-0.486914680407,lcZqG,od7NM,111
0.274182980589,wErgh,GTXoe,111
1.10756953891,x1ZUu,d76gm,111
-1.22299757074,sCRtX,zZY5j,111
-0.422133071239,Q1WE7,Y5JSF,111
-3.05547347069,bj5GF,p6MaK,111
-1.64125964407,x1ZUu,BM1ro,111
-0.36077473991,1DdJN,UuzNx,111
0.522781030387,OGK77,wSz7H,111
0.275401056969,QZ48O,4vxNO,111
0.511943098361,awqQK,FVsAK,111
-0.216606416788,WzdN8,baJfl,111
0.943143108667,OGK77,pl7SX,111
-0.367475670752,MNxUy,Twioj,111
0.528964211836,OGK77,efhx0,111
0.394113697504,wErgh,y3QER,111
1.37198420724,WzdN8,CxNAB,111
-0.540365753442,sO2pl,XHlk4,111
-0.0272055780776,5gvFn,LHBRy,111
0.860041108436,ttoNG,plUXj,111
0.620344395253,k0xJl,KltoK,111
0.235009045937,SV1ad,fZZi9,111
-0.3376271107,JyXZD,qnw5Q,111
-1.16731650052,WDdIQ,h2kxM,111
0.653924811766,BvNNl,vcZFi,111
-0.566524291888,BvNNl,j7JyU,111
-1.19893737961,1IZE1,xqDiw,111
-0.278725060791,lOuk2,soouh,111
1.78342770933,zYGBj,p0jyi,111
-2.8355692917,MNxUy,gcyEC,111
1.8600115237,QZ48O,x5qPA,111
-0.437420589778,7dNjt,irMu7,111
-0.593411669687,dEIRn,6RH6C,111
-0.177807470032,owCus,OcZhD,111
-1.06550669202,KkwRO,Bzimx,111
0.71600657154,1DdJN,KV4Jm,111
0.981409899804,6xpn1,ei1xc,111
0.915486231215,5gvFn,nZdbN,111
1.53076821056,edTl8,7VSWt,111
0.300134316863,h4ypP,MlYvY,111
-0.388440315023,bbNP5,oWhAr,111
-0.312448519968,Ey0dZ,7jF01,111
1.07112773463,QZ48O,dRgyB,111
-0.335815699461,ttoNG,khtxa,111
-0.609205072385,JYEDX,EdoQX,111
-1.79443489592,WDdIQ,OaRqq,111
0.173690049169,sBaoJ,lyOY9,111
0.475327756955,fpVas,f6BFO,111
-1.2743653321,O0rpe,k7dw8,111
-0.404082393776,legeV,9c5lA,111
0.717366844288,219tH,cKZP8,111
0.418702990892,HsrDu,A1Lfn,111
-0.446927950204,6R388,r0Up0,111
-0.115101045913,OGK77,kvQO5,111
0.528825708949,sTxbg,LeUwv,111
-0.218627578145,KkwRO,sjjX8,111
-0.619801106139,WOitF,GoTUL,111
-0.948787994813,SIIyH,b92dM,111
0.600167548724,Q1WE7,1EKUi,111
0.0768576692228,CRrP6,ir2tY,111
-1.49590970792,fOKal,B48pR,111
0.303591562995,dEIRn,a3HhB,111
0.828962163886,akYR6,JQ20x,111
0.0813529384056,4BO0K,VJXHK,111
-0.186357444877,vYKxg,czHb1,111
0.293256757757,zYGBj,os7hs,111
1.57000954843,legeV,2DTTO,111
0.931852520425,403al,cYFwX,111
0.720419227408,OcBtz,TSyBr,111
-0.744675565976,dS9oG,wjFU5,111
0.677989272242,wn5Tl,SvVAU,111
2.23541072548,wErgh,xC8BP,111
-0.181126378023,OopuJ,X4Q9O,111
0.790030024912,5gvFn,szxNt,111
0.265815984275,dEIRn,1RbRp,111
-0.140420234121,bbNP5,HeAYV,111
-0.0642727938952,UxGti,5oXKL,111
-0.0217794597613,legeV,oY1SA,111
0.500461318146,vYKxg,oFXKi,111
0.13440113629,1DdJN,a3UG9,111
-0.589784680476,CKzGQ,xH1Q0,111
0.191783179786,h4ypP,hXYCx,111
0.723245632818,nEy9c,kbwYh,111
2.1812780153,If1qi,iHdSS,111
0.927297721794,OGK77,t2EZb,111
-0.662642991116,Uzq85,d4MVf,111
0.226214260167,6R388,2nJi0,111
0.424567397523,sTxbg,sBVGX,111
1.14368657709,dS9oG,MVxS0,111
-0.447078425566,WDdIQ,sMxXG,111
0.66088510745,dEIRn,Oo2IS,111
0.902418890752,Ey0dZ,SQCb6,111
-0.662923950766,wErgh,7k07R,111
1.06027689836,QZ48O,75qyH,111
-0.681715563831,OGK77,5HDvc,111
-0.397680110393,ttoNG,nxP5X,111
-0.757647483026,x7c5I,bg5cC,111
-1.08466751963,CRrP6,itwkq,111
1.03791147729,Y3CIa,dQR6E,111
0.441037371113,0dmK0,0wCmk,111
1.76044000051,dEIRn,cTiDv,111
-1.12460569647,leNCT,jWD0R,111
2.36322461724,BvNNl,hfNud,111
-0.934542471376,owCus,s0SfA,111
-0.456271136104,lOuk2,v7dNe,111
0.913966549222,OcBtz,Ab08g,111
-0.754470037019,1m5Qu,MWxS0,111
0.272146973457,4BO0K,VHnwR,111
-1.29833418841,bbNP5,hZHz9,111
-0.539421692089,FjkBT,wEAbB,111
-0.15089334454,CKzGQ,u6KKm,111
0.886206883335,4BO0K,zW2lL,111
0.834088465929,1m5Qu,S8VdC,111
-1.31316318768,aK1fM,fhASb,111
-0.416727182698,UxGti,VEz1X,111
-2.34277551923,Y3CIa,JvPHG,111
-0.487129193419,aXYKI,VLdUO,111
1.21785252545,bj5GF,5emrv,111
-0.756109846027,bbNP5,VKMCQ,111
-0.321370203347,HsrDu,ffZUi,111
0.939553412491,zYGBj,9BZyJ,111
0.185664237,sBaoJ,oTTvM,111
-0.0904870533913,wErgh,QbuKe,111
1.45122554851,SV1ad,IhVDV,111
-0.247099355026,219tH,H6nHh,111
0.54202387045,awqQK,mdt4x,111
1.29013188123,9cfLm,GI778,111
-0.396871202481,akYR6,p5QvB,111
-1.49298044413,2aMtU,9rP6e,111
-0.0904865202599,akYR6,1DALj,111
-1.1129491969,7dNjt,axBmo,111
-0.978980776588,x1ZUu,eKkas,111
-1.04275569748,UAYSd,b92dM,111
0.541556650617,403al,svU89,111
0.00811658711206,KkwRO,ma0wG,111
0.863329160508,BoP6b,onPEX,111
0.656139152528,x7c5I,wHVuj,111
-1.84923171436,aXYKI,RXwUz,111
-0.33167029035,1DdJN,e5zYz,111
-1.12392806332,legeV,ZAzKU,111
0.69224671792,JYEDX,5CJYV,111
0.812668698355,JYEDX,mQ5ub,111
-1.77387075046,awqQK,OCnpY,111
0.800840871269,wErgh,ozndz,111
0.560154140226,zYGBj,NT07n,111
-2.60384308645,ewJ6t,y2cXB,111
-0.364101479922,hxn6r,IQe6K,111
-0.160035796193,iAc40,ep5ba,111
-0.184489743028,7dNjt,YFdki,111
0.527569351289,i4BD7,ir2tY,111
-0.233370934177,hN9vH,pvtCH,111
0.0193182013879,4BO0K,nrQh9,111
1.60344859343,7dNjt,zL8rB,111
-1.38540564151,JaFfE,yBXZr,111
0.187051083664,juZqZ,fr6Pd,111
0.0330945585695,6R388,Mh0qD,111
1.0874667802,sBaoJ,Biz0n,111
0.475001275359,yym6b,tcgVW,111
0.990998195313,Ak0UX,tvQyr,111
0.815480111732,nWNvj,xPRZd,111
2.67098408712,9cfLm,atS6E,111
-0.299483766984,PQ6F4,hjUXi,111
1.08795559346,1DdJN,bLkGi,111
2.08948839206,legeV,6XO4v,111
0.184126319072,0dmK0,adZsl,111
0.00609463972639,hi9nf,bOuvX,111
1.29989382333,k0xJl,d6Tu5,111
0.538056333365,2aMtU,8yLf6,111
-0.655475153845,S19cV,bsIV1,111
-1.27686336668,5gvFn,iWK5K,111
-0.916803506243,aipp1,iM1Fg,111
0.31964557396,6xpn1,g1Pz0,111
-0.685442088424,BvNNl,OOZhA,111
-1.13149439842,2aMtU,rOMun,111
0.267151489843,BoP6b,06nkh,111
0.892067703462,Q1WE7,2ixea,111
-0.332267333363,sTxbg,czbb4,111
1.65885378388,ewJ6t,RHYUS,111
2.72758025905,QZ48O,CKYv8,111
1.11367240548,JaFfE,cpqkP,111
1.09383340319,RL9CV,nJpH5,111
-0.44912598136,PQ6F4,fGQp1,111
-0.485513101742,ydsVd,5Gjm0,111
-0.477192885839,Ey0dZ,bMa2m,111
-0.550955308245,0dmK0,HAwIC,111
0.84961909774,lOuk2,Ht3E2,111
0.620180490944,fOKal,4HuxI,111
-0.507406351457,UJurY,1L0vv,111
-2.03957848529,juZqZ,2V9uB,111
0.392634165342,FjkBT,ypUNg,111
1.04966859488,UAYSd,vv4xT,111
0.398336917965,JE7ds,9nhGH,111
0.450981303254,CRrP6,tbRy2,111
-1.34786691673,vWXfP,CVPtw,111
-0.698635714652,If1qi,9SoY0,111
-0.955324689899,owCus,H6nHh,111
-0.289848778968,QZ48O,qRRBI,111
0.624631679459,x7c5I,Gd2KW,111
0.403896471039,PDUvj,lDH9L,111
-0.367590208974,4BO0K,y5kvu,111
-0.151276963585,bj5GF,PhYhe,111
-1.68797374746,KkwRO,JDonT,111
-0.208093657531,aK1fM,dibip,111
-0.383020677447,6R388,sLUlF,111
0.347926789049,CRrP6,pvIMG,111
0.46188003228,akYR6,O4aCF,111
0.0421906259577,iAc40,PaB1D,111
0.546341223055,nWNvj,iBReN,111
-0.585402897876,CKzGQ,Udwqo,111
-1.24893786676,403al,Smdwm,111
-0.354060975295,x7c5I,cFugk,111
-0.143729474572,fOKal,dKD5w,111
-1.04169726591,lOuk2,8VCAJ,111
1.22848967765,Uzq85,Hc4qf,111
0.78800019507,QmMJw,oGb51,111
-0.3428494041,x1ZUu,Gr321,111
1.16823719459,rLzni,Rp7vK,111
-1.35450837732,MNxUy,QRuSu,111
-0.718720376224,OopuJ,LEUFJ,111
0.0819656269014,sO2pl,1VfUA,111
-2.49544068241,KkwRO,ep8gB,111
0.0186161488117,OcBtz,KryzR,111
-1.40438312092,CKzGQ,GLfjf,111
0.920509689469,UxGti,P8ozQ,111
-1.04522411761,WzdN8,20J78,111
-1.200704006,juZqZ,GJtUD,111
-1.0677146877,WDdIQ,tt35h,111
0.663865516721,9brWJ,0U06W,111
-1.28429808091,Uzq85,evi8Y,111
-0.656584870448,nWNvj,dIeUl,111
